"","Signature.1","Signature.2","Signature.3","Signature.4","Signature.5","Signature.6","Signature.7","Signature.8","Signature.9","Signature.10","Signature.11","Signature.12","Signature.13","Signature.14","Signature.15","Signature.16","Signature.17","Signature.18","Signature.19","Signature.20","Signature.21","Signature.22","Signature.23","Signature.24","Signature.25","Signature.26","Signature.27","Signature.28","Signature.29","Signature.30","Cisplatin..Gallus.gallus","Cyclophosphamide..Gallus.gallus","Etoposide..Gallus.gallus","Cisplatin..C..Elegans.wildtype","Cisplatin..C..Elegans.fan.1","Cisplatin..C..Elegans.fcd.2","Cisplatin..C..Elegans.lig.4","Cisplatin..C..Elegans.lig.4..fcd.2","Cisplatin..C..Elegans.mus.81","Cisplatin..C..Elegans.polq.1","Cisplatin..C..Elegans.slx.1","Cisplatin..C..Elegans.xpf.1","Sample"
"35",0.145880724067007,0,0.312946366984513,0,0.232983210221051,0,0,0.172608359298224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-092-1-6 all"
"21",0.14772559637077,0,0.443606528520723,0,0,0,0,0,0,0,0,0,0.0715764802563055,0,0,0.163639880824059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-078-1-9 all"
"109",0.154397785570488,0,0.333140166727504,0,0.0667331562275261,0,0,0.201709825262398,0,0,0,0,0.0669725464015841,0,0,0.095024724770114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-168-1-8 all"
"67",0.154609059891494,0,0.418614123923133,0,0,0,0,0.101789686921235,0,0,0,0,0.0777990308082492,0,0,0.146551924001954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-130-1-0 all"
"100",0.158378029958747,0,0.197711932492172,0,0.233406112243185,0,0,0.195632390808337,0.0608945864564842,0,0,0,0.0545266879961397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-161-1-9 all"
"26",0.163944303835219,0,0.178543703181989,0,0.382090471630744,0,0,0.0995790559515568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705250272297404,0,0,0,0,0,0,0,0,0,"AOCS-084-1-X all"
"25",0.165155906605591,0,0.283388606533056,0,0.235634781194602,0,0,0.144919405932794,0.055708788907182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-083-1-7 all"
"81",0.172409914803841,0.071658787683554,0.270530093616382,0,0,0,0,0.11141668986984,0.0623920518588505,0,0,0,0.0831199950823311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-141-3-2 all"
"54",0.175473118315555,0,0.219547946509593,0,0.117210930649518,0,0,0.312280563500301,0,0,0,0,0,0,0,0.0831323292804012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-113-1-5 all"
"99",0.175695386786699,0,0.190855101974893,0,0.118591593016925,0,0,0.33586652490967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714158714796976,0,0,0,0,0,0,0,0,0,"AOCS-160-1-6 all"
"18",0.176095571721603,0,0.276167189815886,0,0,0,0,0.127809880281252,0,0,0,0,0.17718450191012,0,0,0.130321838936619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-075-1-0 all"
"82",0.176237657886629,0.097813897847598,0.296495912816902,0,0,0,0,0.0560350849238119,0.0553774510459724,0,0,0,0.114040434927225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-141-8-0 all"
"56",0.177088021101238,0,0.213198745919799,0,0.221199257901161,0,0,0.292957206917258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-115-1-0 all"
"19",0.182397734764088,0,0.270512508590307,0,0.221363060394903,0,0,0.143907998855511,0,0,0,0,0,0,0,0.109108622289442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-076-1-3 all"
"23",0.190828865810593,0,0.304074765020469,0,0.172941613418879,0,0,0.152349963022608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-080-1-9 all"
"12",0.191428009381993,0,0.170910773787607,0,0.23839125506117,0,0,0.269279973866589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-061-1-8 all"
"110",0.20722260928665,0,0.240841035207296,0,0.128183336136098,0,0,0.220677346313474,0,0,0,0,0,0,0,0.0761876820405764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-169-1-0 all"
"98",0.214746228492537,0,0.141318675469931,0,0.198199818903312,0,0,0.208154548132439,0,0,0,0,0.053125557889877,0,0,0.114358045207116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-159-1-9 all"
"24",0.23086361030808,0,0.367589078727498,0,0.105337297174204,0,0,0.0801032243394553,0.0648668807654513,0,0,0,0,0,0,0.0886600396594294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-081-1-1 all"
"101",0.247213752529071,0,0.121807845497249,0,0.326548216816592,0,0,0.166625257083284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-162-1-1 all"
"96",0.263363535597704,0,0.0623470972549053,0,0.220740511570694,0,0,0.338941100567684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-157-1-3 all"
"63",0.264076267466355,0,0.112539356017061,0,0.248814257785166,0,0,0.180180929184763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717284525323484,0,0,0,0,0,0,0,0,0,"AOCS-124-1-X all"
"62",0.27266741226728,0,0.260871349919504,0,0.0864565686382295,0,0,0.194202019149602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-123-1-7 all"
"69",0.284884900515153,0,0,0,0.269139405012283,0,0,0.238641923074152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-132-1-6 all"
"51",0.294936457454714,0,0,0,0.230001893626545,0,0,0.193114243440387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506835330170717,0,0,0,0,0,0,0,0,0,"AOCS-109-1-X all"
"10",0.299536569669369,0,0.0893813207713987,0,0.13838871699534,0,0,0.115321397988071,0,0,0,0,0,0,0,0.16232780807816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-059-1-8 all"
"52",0.302815787496286,0,0.225395062983944,0,0.0552310081380764,0,0,0.217693947363343,0,0,0,0,0,0,0,0.149386159424882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-111-1-X all"
"45",0.305094854920842,0,0.140891864763943,0,0,0,0,0.229593583014769,0,0,0,0,0,0,0,0.218315884214697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-097-1-X all"
"70",0.305481158017506,0,0.130044835240718,0,0.135643296368554,0,0,0.300570384092239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-133-1-9 all"
"20",0.358495118087295,0,0.0816419300623112,0,0,0,0,0.205288138485431,0,0,0,0,0,0,0,0.168255055824333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050632419244077,0,0,0,0,0,0,0,0,0,"AOCS-077-1-6 all"
"11",0.373316075672798,0,0.100565983005576,0,0.232119245108041,0,0,0.0880396430755682,0,0,0,0,0.0537929429991074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-060-1-5 all"
