source_id,treated,kind,Signature 1,Signature 2,Signature 3,Signature 4,Signature 5,Signature 6,Signature 7,Signature 8,Signature 9,Signature 10,Signature 11,Signature 12,Signature 13,Signature 14,Signature 15,Signature 16,Signature 17,Signature 18,Signature 19,Signature 20,Signature 21,Signature 22,Signature 23,Signature 24,Signature 25,Signature 26,Signature 27,Signature 28,Signature 29,Signature 30,Cisplatin Gallus gallus,Cyclophosphamide Gallus gallus,Etoposide Gallus gallus,Cisplatin C Elegans
AOCS-124-1-X,False,all,0.263824,0.016589,0.114860,0.000000,0.246564,0.000000,0.000000,0.179952,0.005983,0.000000,0.006900,0.000000,0.036106,0.000000,0.012045,0.025238,0.000000,0.000000,0.005257,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.009368,0.000000,0.000000,0.007331,0.000000,0.069982,0.000000
AOCS-125-1-2,False,all,0.049102,0.007311,0.352214,0.000000,0.071327,0.000000,0.000000,0.279080,0.000000,0.000000,0.000000,0.031176,0.014901,0.000000,0.000000,0.016094,0.000000,0.000000,0.020623,0.000000,0.000000,0.000000,0.000000,0.000000,0.019521,0.000000,0.000000,0.004244,0.006659,0.005328,0.000000,0.057784,0.047217,0.017417
AOCS-126-1-5,False,all,0.071620,0.007411,0.480375,0.000000,0.000000,0.000000,0.013921,0.180595,0.000000,0.000000,0.000000,0.000000,0.029096,0.000000,0.009544,0.142594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006788,0.000000,0.000000,0.008921,0.049134,0.000000
AOCS-128-1-0,False,all,0.060095,0.038546,0.387467,0.043867,0.011779,0.001940,0.000000,0.228387,0.003712,0.000000,0.012788,0.000000,0.063054,0.000000,0.000000,0.089046,0.000000,0.000000,0.000000,0.007617,0.009199,0.000000,0.000000,0.000000,0.007339,0.000000,0.000000,0.000000,0.000000,0.000000,0.010922,0.024242,0.000000,0.000000
AOCS-130-1-0,False,all,0.156246,0.012419,0.432051,0.000000,0.000000,0.000000,0.000000,0.097750,0.000000,0.000000,0.019990,0.000000,0.077803,0.000000,0.000000,0.151479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023116,0.000000,0.013413
AOCS-131-1-3,False,all,0.056818,0.050679,0.429306,0.031089,0.000000,0.000000,0.000000,0.194251,0.000000,0.000000,0.007832,0.000000,0.102991,0.002945,0.000000,0.058267,0.000000,0.000000,0.025552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026422,0.000000,0.013850,0.000000,0.000000
AOCS-132-1-6,False,all,0.284956,0.021901,0.042687,0.000000,0.269281,0.000000,0.000000,0.238702,0.000000,0.000000,0.032589,0.000000,0.021064,0.000000,0.000000,0.042284,0.000000,0.000000,0.027824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018712,0.000000
AOCS-133-1-9,False,all,0.305481,0.048559,0.130045,0.000000,0.135643,0.000000,0.007304,0.300570,0.011964,0.003173,0.026674,0.000000,0.000000,0.008591,0.000000,0.000000,0.000000,0.000000,0.021996,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-134-3-9,True,all,0.069134,0.012587,0.455488,0.000000,0.000000,0.000000,0.000000,0.175150,0.031717,0.000000,0.015877,0.041177,0.023823,0.000000,0.011032,0.050215,0.000000,0.000000,0.009925,0.000000,0.008287,0.009009,0.005634,0.000000,0.050368,0.000000,0.000000,0.000000,0.015994,0.000000,0.005868,0.000000,0.000000,0.008715
AOCS-135-3-1,True,all,0.059865,0.021388,0.271619,0.000000,0.108577,0.004328,0.000000,0.385325,0.004860,0.000000,0.016892,0.040031,0.025121,0.021433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006228,0.000000,0.010018,0.024314,0.000000
AOCS-135-8-X,True,all,0.057324,0.013715,0.310049,0.000000,0.000000,0.005304,0.000000,0.368378,0.012618,0.000000,0.003196,0.046886,0.026606,0.032770,0.000000,0.042862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012793,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029094,0.002582,0.024140,0.011681,0.000000
AOCS-137-1-X,False,all,0.080959,0.008471,0.459893,0.000000,0.000000,0.000000,0.000000,0.192816,0.007033,0.000000,0.008071,0.065684,0.040623,0.014334,0.000000,0.072518,0.000000,0.000000,0.014430,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004699,0.000000,0.000000,0.000000,0.030470,0.000000,0.000000
AOCS-137-3-7,True,unique to treated,0.016137,0.000000,0.578405,0.000000,0.000000,0.000000,0.000000,0.000000,0.005506,0.000000,0.000000,0.041976,0.015786,0.000000,0.000000,0.095894,0.000000,0.000000,0.000000,0.000000,0.000000,0.020268,0.053516,0.000000,0.000000,0.036406,0.006255,0.000000,0.015814,0.000000,0.010157,0.086807,0.000000,0.017073
AOCS-137-3-7,True,all,0.063279,0.004669,0.485444,0.000000,0.000000,0.000000,0.000000,0.124527,0.007837,0.000000,0.003026,0.059270,0.035503,0.005784,0.005371,0.091848,0.000000,0.000000,0.000000,0.000000,0.000000,0.001111,0.023306,0.000000,0.000000,0.000000,0.006240,0.000000,0.008747,0.000000,0.001952,0.061130,0.000000,0.010954
AOCS-138-3-X,True,all,0.057807,0.009254,0.477926,0.000000,0.000000,0.000000,0.000000,0.000000,0.009764,0.000000,0.000000,0.000000,0.039001,0.000000,0.007016,0.059565,0.000000,0.000000,0.056786,0.000000,0.008637,0.033347,0.012518,0.004117,0.013962,0.000000,0.013375,0.000000,0.088334,0.000000,0.022061,0.075024,0.000000,0.011505
AOCS-139-1-5,False,all,0.079533,0.018756,0.470901,0.000000,0.131976,0.003848,0.000000,0.201837,0.015226,0.000000,0.004251,0.000000,0.011224,0.000000,0.000000,0.008329,0.000000,0.000000,0.000000,0.000000,0.000000,0.005407,0.008941,0.000000,0.035599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004175
AOCS-139-12-5,True,all,0.062355,0.020126,0.469237,0.000000,0.000000,0.000000,0.000000,0.205504,0.000000,0.000000,0.000000,0.005033,0.018301,0.000000,0.002751,0.055063,0.000000,0.000000,0.032775,0.000000,0.005815,0.009868,0.004804,0.000000,0.031867,0.000000,0.007373,0.000000,0.002788,0.004244,0.000000,0.050761,0.000000,0.011334
AOCS-139-12-5,True,unique to treated,0.039813,0.017134,0.473654,0.000000,0.000000,0.000000,0.000000,0.161543,0.006046,0.000000,0.000000,0.034922,0.035063,0.000000,0.000000,0.023928,0.000000,0.000000,0.043132,0.000000,0.000000,0.023594,0.000000,0.012729,0.000000,0.000000,0.006425,0.000000,0.000000,0.000000,0.000000,0.107911,0.000000,0.014106
AOCS-139-19-0,True,all,0.044201,0.011156,0.488808,0.000000,0.000000,0.013778,0.000000,0.202744,0.021046,0.000000,0.000000,0.016018,0.010522,0.000000,0.000000,0.006320,0.000000,0.000000,0.016078,0.005482,0.000000,0.024337,0.011543,0.015902,0.000000,0.000000,0.008288,0.000000,0.035006,0.031192,0.014494,0.023083,0.000000,0.000000
AOCS-139-19-0,True,unique to treated,0.000000,0.008265,0.489320,0.000000,0.000000,0.036037,0.000000,0.135020,0.035142,0.000000,0.000000,0.000000,0.015129,0.000000,0.000000,0.000000,0.000000,0.000000,0.035494,0.010675,0.000000,0.028931,0.000000,0.023343,0.000000,0.000000,0.009943,0.000000,0.060892,0.028210,0.027423,0.056176,0.000000,0.000000
AOCS-139-6-3,True,all,0.066993,0.019695,0.481900,0.000000,0.110663,0.000000,0.000000,0.237040,0.018800,0.000000,0.012353,0.005173,0.010770,0.000000,0.002911,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014746,0.006450,0.000000,0.007221,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005284
AOCS-139-6-3,True,unique to treated,0.049096,0.018872,0.506944,0.000000,0.074301,0.006312,0.000000,0.183910,0.052031,0.000000,0.000000,0.016193,0.021680,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013502,0.006973,0.008382,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039470,0.000000,0.002333
AOCS-141-3-2,True,all,0.172423,0.071664,0.270434,0.000000,0.000000,0.000000,0.000000,0.111425,0.062333,0.005210,0.003131,0.000000,0.083138,0.000000,0.014791,0.029493,0.000000,0.000000,0.047427,0.000000,0.000000,0.019367,0.000000,0.041608,0.000000,0.000000,0.010067,0.000000,0.016066,0.000000,0.005605,0.035820,0.000000,0.000000
AOCS-141-8-0,True,all,0.176322,0.097878,0.296674,0.000000,0.000000,0.000000,0.000000,0.056037,0.060178,0.000000,0.000000,0.000000,0.114127,0.000000,0.007399,0.020595,0.000000,0.024332,0.038354,0.000000,0.000000,0.015127,0.000000,0.005728,0.000000,0.000000,0.000000,0.000000,0.023207,0.000000,0.017515,0.046526,0.000000,0.000000
AOCS-142-3-5,True,all,0.112922,0.013095,0.404232,0.000000,0.000000,0.000000,0.000000,0.134093,0.078578,0.000000,0.024048,0.013348,0.100350,0.000000,0.000000,0.083641,0.000000,0.000000,0.028985,0.000000,0.006709,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-143-1-0,False,all,0.088275,0.009037,0.342773,0.000000,0.000000,0.030843,0.000000,0.299333,0.000000,0.000000,0.036522,0.000000,0.000000,0.000000,0.000000,0.086970,0.000000,0.000000,0.021631,0.000000,0.000000,0.000000,0.000000,0.000000,0.035696,0.019660,0.000000,0.000000,0.000000,0.000000,0.017818,0.000000,0.000000,0.011443
AOCS-144-1-3,False,all,0.084969,0.023893,0.355352,0.027160,0.015589,0.000000,0.004851,0.217487,0.000000,0.000000,0.020968,0.000000,0.065445,0.028868,0.000000,0.079935,0.000000,0.000000,0.024219,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007335,0.003901,0.000000,0.040029,0.000000,0.000000
AOCS-145-1-6,False,all,0.081906,0.010356,0.492650,0.029198,0.078567,0.000000,0.000000,0.143552,0.000000,0.000000,0.009853,0.009914,0.020127,0.000000,0.015833,0.077797,0.000000,0.000000,0.000000,0.000000,0.003640,0.004460,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007615,0.000000,0.000000,0.014531,0.000000,0.000000
AOCS-146-1-9,False,all,0.053096,0.010768,0.455554,0.023457,0.048602,0.017352,0.005823,0.202414,0.000000,0.000000,0.000000,0.000000,0.031219,0.000000,0.000000,0.082000,0.000000,0.000000,0.000000,0.000000,0.010684,0.000000,0.007119,0.000000,0.017084,0.000000,0.000000,0.000000,0.000000,0.002552,0.007059,0.017340,0.007876,0.000000
AOCS-147-1-1,False,all,0.058624,0.100624,0.361833,0.000000,0.005098,0.007896,0.000000,0.158034,0.005721,0.000000,0.006210,0.031040,0.121246,0.000000,0.006245,0.068626,0.000000,0.000000,0.000000,0.000000,0.000000,0.001831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052167,0.005603,0.009201
AOCS-148-1-4,False,all,0.046769,0.026446,0.403727,0.006888,0.046662,0.049388,0.000000,0.224536,0.000000,0.000000,0.000000,0.000000,0.018715,0.000000,0.000000,0.077240,0.000000,0.000000,0.023475,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.040186,0.013394,0.020882,0.000000,0.001691
AOCS-149-1-7,False,all,0.098382,0.012644,0.568463,0.000000,0.000000,0.004977,0.000000,0.056761,0.041010,0.000000,0.000000,0.025833,0.020824,0.000000,0.014464,0.118678,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014263,0.000000,0.000000,0.000000,0.000000,0.000000,0.023701,0.000000,0.000000
AOCS-150-3-1,True,all,0.026929,0.003161,0.369160,0.000000,0.000000,0.000000,0.004401,0.215831,0.000000,0.000000,0.010805,0.027130,0.048886,0.000000,0.000000,0.074507,0.000000,0.000000,0.064824,0.000000,0.000000,0.008585,0.027548,0.000000,0.032105,0.000000,0.000000,0.000000,0.000000,0.000000,0.006387,0.048149,0.000000,0.031592
AOCS-150-8-X,True,all,0.034918,0.009651,0.466655,0.000000,0.000000,0.000000,0.000000,0.149724,0.000000,0.000000,0.016581,0.018769,0.038616,0.000000,0.000000,0.065407,0.000000,0.000000,0.049663,0.000000,0.000000,0.000000,0.006401,0.000000,0.059054,0.000000,0.002337,0.000000,0.006840,0.000000,0.009592,0.048105,0.000000,0.017687
AOCS-152-1-X,False,all,0.086002,0.024597,0.452037,0.020461,0.013410,0.000000,0.000000,0.158935,0.027747,0.000000,0.030839,0.000000,0.032724,0.000000,0.013423,0.071253,0.000000,0.000000,0.000000,0.000000,0.006139,0.003548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035860,0.000000,0.002956,0.020070,0.000000,0.000000
AOCS-153-1-2,False,all,0.083308,0.006799,0.506751,0.000000,0.000000,0.014863,0.000000,0.157258,0.034091,0.000000,0.026468,0.000000,0.020712,0.000000,0.005402,0.099641,0.000000,0.000000,0.007134,0.000000,0.004304,0.000000,0.000000,0.000000,0.012867,0.000000,0.000000,0.000000,0.020401,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-155-3-5,True,all,0.025644,0.013027,0.448770,0.000000,0.000000,0.028549,0.000000,0.211033,0.000000,0.000000,0.000000,0.038581,0.022852,0.000000,0.000000,0.039908,0.000000,0.000000,0.015919,0.000000,0.000000,0.013054,0.028283,0.000000,0.013893,0.000000,0.000000,0.000000,0.018916,0.004468,0.024668,0.041839,0.000000,0.010597
AOCS-157-1-3,False,all,0.263427,0.010544,0.062352,0.000000,0.220844,0.000000,0.000000,0.339025,0.000000,0.000000,0.020311,0.000000,0.034007,0.000000,0.004220,0.009733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.018570,0.016966,0.000000
AOCS-158-1-6,True,all,0.033793,0.005518,0.442782,0.000000,0.000000,0.000000,0.005367,0.301304,0.009153,0.000000,0.009222,0.000000,0.030393,0.000000,0.000000,0.036197,0.000000,0.000000,0.031078,0.017837,0.013551,0.003562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020239,0.022941,0.000000,0.000000,0.017063,0.000000
AOCS-159-1-9,False,all,0.214853,0.005245,0.141033,0.000000,0.197848,0.000000,0.017238,0.208217,0.000000,0.000000,0.002857,0.000000,0.053121,0.000000,0.000000,0.114164,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.045424,0.000000
AOCS-160-1-6,False,all,0.175897,0.016909,0.191099,0.000000,0.118981,0.016501,0.000000,0.336205,0.000000,0.000000,0.023826,0.000000,0.034002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005383,0.011082,0.070114,0.000000
AOCS-161-1-9,False,all,0.158357,0.038488,0.197729,0.000000,0.233419,0.000000,0.000000,0.195634,0.060839,0.000000,0.004182,0.000000,0.054527,0.000000,0.008213,0.000000,0.000000,0.000000,0.020823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027790,0.000000,0.000000
AOCS-162-1-1,True,all,0.247214,0.024591,0.121808,0.000000,0.326548,0.000000,0.000000,0.166625,0.037346,0.000000,0.010421,0.000000,0.035789,0.000000,0.000000,0.008822,0.000000,0.000000,0.007754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013080,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-163-1-4,False,all,0.125623,0.031570,0.162864,0.000000,0.156994,0.026702,0.000000,0.331176,0.000000,0.000000,0.032567,0.000000,0.026071,0.000000,0.003325,0.024393,0.000000,0.000000,0.022191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020567,0.000000,0.005346,0.030610,0.000000
AOCS-164-1-7,False,all,0.087050,0.012507,0.537108,0.000000,0.000000,0.000000,0.000000,0.077735,0.009497,0.000000,0.010715,0.007815,0.050807,0.019374,0.000000,0.112985,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020483,0.000000,0.000000,0.000000,0.000000,0.000000,0.002550,0.021530,0.029844,0.000000
AOCS-165-1-X,False,all,0.075355,0.000000,0.000000,0.064778,0.212073,0.000000,0.000000,0.206743,0.017418,0.063017,0.000000,0.000000,0.053640,0.087613,0.000000,0.047032,0.000000,0.159654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.012676
AOCS-166-1-2,False,all,0.000000,0.000000,0.000000,0.000000,0.000000,0.063935,0.000000,0.000000,0.247810,0.000000,0.000000,0.514944,0.027659,0.000000,0.019389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027805,0.098456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
AOCS-167-13-9,True,all,0.069078,0.008398,0.459702,0.000000,0.000000,0.000000,0.000000,0.216744,0.000000,0.000000,0.022480,0.004881,0.045355,0.000000,0.000000,0.076521,0.000000,0.000000,0.066757,0.000000,0.000000,0.000000,0.008923,0.000000,0.000000,0.000000,0.000000,0.000000,0.003816,0.000000,0.000000,0.011163,0.000000,0.006182
AOCS-167-16-X,True,all,0.056732,0.011923,0.486731,0.000000,0.000000,0.000000,0.000000,0.162402,0.017445,0.000000,0.017520,0.000000,0.038981,0.000000,0.000000,0.062372,0.000000,0.000000,0.105206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025525,0.000000,0.015165
AOCS-167-3-2,True,all,0.062040,0.009978,0.428951,0.000000,0.000000,0.000000,0.000000,0.188870,0.008760,0.000000,0.026291,0.000000,0.043683,0.000000,0.000000,0.081994,0.000000,0.000000,0.104099,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.030910,0.000000,0.014424
AOCS-168-1-8,False,all,0.154394,0.043553,0.333125,0.000000,0.066715,0.000000,0.000000,0.201676,0.000000,0.000000,0.006928,0.000000,0.066976,0.007853,0.000000,0.095040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004759,0.000000,0.018980,0.000000,0.000000
AOCS-169-1-0,True,all,0.207259,0.029598,0.240886,0.000000,0.128204,0.000000,0.004489,0.220718,0.000000,0.000000,0.033534,0.000000,0.000000,0.000000,0.000000,0.076202,0.000000,0.000000,0.026204,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026241,0.003390,0.003276,0.000000,0.000000
AOCS-170-1-8,False,all,0.120919,0.006158,0.479928,0.000000,0.000000,0.000000,0.000000,0.046032,0.065011,0.000000,0.005810,0.000000,0.036997,0.000000,0.004428,0.194718,0.000000,0.000000,0.000000,0.000000,0.012630,0.000000,0.000000,0.000000,0.000000,0.003525,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.023842,0.000000
AOCS-170-3-5,False,all,0.120588,0.006011,0.486593,0.000000,0.000000,0.000000,0.000000,0.043457,0.061241,0.000000,0.003848,0.000000,0.036674,0.000000,0.007543,0.195695,0.000000,0.000000,0.000000,0.000000,0.009979,0.000000,0.000000,0.000000,0.000000,0.007458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020912,0.000000
AOCS-171-1-0,False,all,0.061139,0.000000,0.508844,0.000000,0.000000,0.000000,0.000000,0.182490,0.015256,0.000000,0.000000,0.056553,0.037775,0.000000,0.000000,0.053497,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003157,0.000000,0.000000,0.000000,0.081290,0.000000,0.000000
AOCS-171-3-8,False,all,0.066022,0.000000,0.525176,0.000000,0.000000,0.000000,0.000000,0.178787,0.000000,0.000000,0.000000,0.062948,0.037691,0.000000,0.000000,0.053572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002472,0.000000,0.000000,0.000000,0.073332,0.000000,0.000000
