treated,low_cellularity,ascites,num_sources_for_donor,solid and treated,y_label
2.1348379839196485,0.7699516173110004,0.891767089866753,1.1707716026255006,0.3883029841727714,peptides
1.0552966358931273,1.0137055477489465,1.5668769708597179,1.4522506270827718,1.1530121905282096,peptides
1.841871107746546,0.9920868475836362,0.8463628779576023,1.6562343621507212,0.6261966070444807,peptides
0.7703202234195069,1.0026251537780433,2.0198856905446676,1.2769030682484075,1.8039180687926575,peptides
2.3105662397146745,0.9101048763956212,0.7990789254690893,1.3603678416928477,0.47978348200259363,peptides
2.148947985103112,1.0001600619819715,0.7072467862433237,1.503320479008694,0.6023043852491927,peptides
2.1083491728699424,0.9975012049544447,0.9887319276757015,1.4256560076329459,0.5500389116141865,peptides
1.0729113390667657,1.1116845364190653,1.9679042563454645,1.0757210036852642,1.4384200184522706,peptides
1.437127065125507,1.0909500553110212,1.63102867208227,1.38229869804328,1.0381760203352735,peptides
0.6794382474933166,1.227117551832914,1.790569638067456,1.6219985747508605,1.6574242924898377,peptides
2.6491498062483063,0.9480271620980355,0.7400304186627548,1.2858574138566068,0.44967666364316716,peptides
1.8108712195412138,0.9209805358916237,0.9267840917682811,1.8141437903124007,0.6654887602277538,peptides
0.7539030640866697,1.006327237120826,2.5507335787804477,1.2112152263396154,1.2726417381624702,peptides
2.447116759829158,0.8900542100707918,0.7206319932212953,1.5410800527673896,0.5088054559538662,peptides
1.6242350575334183,1.1165657359934908,1.6484395444453412,1.1684947120457136,0.5508032454708414,peptides
1.2589945960470557,0.8337646763074972,1.437194036402839,1.3970328804766565,0.5704316154257048,peptides
1.56811916449045,0.9102013968670364,1.5259365297381076,1.5712006486408263,0.595370297175594,peptides
0.6069906348909675,0.8585123061600173,2.8924408073772234,1.249602570078654,2.409782463095883,peptides
1.554325750549258,0.7822001772033486,1.302055344777971,1.3720748444400468,0.8510067877792845,peptides
1.1779855492600393,1.1165221622426558,1.6199433702072181,1.4756137308333508,0.959438679912475,peptides
3.3008041097386807,0.9476670996634727,0.69200843333209,1.5406662374019557,0.41923338328172827,peptides
1.8823049275497794,0.8814141371624107,0.7961479807587978,1.191797469347134,0.6159145897564376,peptides
1.5813616421644883,1.3078950936393523,1.2058128157316865,1.3506471776159352,0.8019740478165014,peptides
1.8052465939471143,1.0590321793909312,1.031733790623611,1.453007644181622,0.5245984522603352,peptides
1.0013890181481977,1.1431322460379585,1.4867998364886852,1.3363077430711467,1.3013500449260118,peptides
1.218767329730406,0.76914617094299,1.5357345499643682,1.6645069680070046,0.5354505898227543,peptides
2.4126978634646843,1.0513494300386945,0.5795925051891542,1.6750357074523337,0.44528511742131316,peptides
2.0664982015024167,0.9206249404864782,0.8205353610785313,1.07210111639794,0.7262521587204264,peptides
1.694007410579551,0.9806334478294063,1.1096933760125962,1.4614087841531307,0.6029470298304996,peptides
1.4117551699476178,1.0015032226450251,1.515227814682755,1.200425089277489,0.9354495752897851,peptides
1.5140370249551032,1.2102897089948295,1.237990412985954,1.5774264988275737,0.6886596078603201,peptides
1.1928138809331832,0.8814416371323408,1.4968168835945082,1.3041535748250959,1.1806878135252563,peptides
1.2476062782774662,1.1227294944005315,1.6468541881243395,1.3249363182842049,0.8216053029991149,peptides
2.4014962817991385,0.8652514573235025,0.739445119719339,1.5752862406411596,0.5841500079002367,peptides
1.4904637209673581,1.0197640539394586,1.2431783780292736,1.4200497723282055,0.7052947096412853,peptides
1.5744509440511287,1.1496957625193915,0.9916909097833395,1.3886861263173076,0.7042026428134008,peptides
2.92070797933915,0.9017294431156597,0.49864192267449725,1.493279165991905,0.23018833574279735,peptides
1.3660019421833451,0.8506839730655089,0.9762515230591088,1.4043691025353362,0.7915469058921193,peptides
1.8370317716013582,1.0098974342438762,0.9187528752372514,1.5606617637664035,0.589416332444728,peptides
1.3015019589742338,0.9673532250294404,1.200173727577555,1.2847590052516893,0.6955039759490949,peptides
2.0230474731720403,0.992309356440338,0.904667505628824,1.3026936345480589,0.5574860323807616,peptides
1.3261022125875355,1.2060315219051905,1.0634999020572051,1.5583958430533493,0.860147722744403,peptides
1.2932593793404414,1.119368269690551,1.2886689031475838,1.578209540262963,0.8279636322405579,peptides
2.123124224655416,0.8282436300628448,0.8124867453933919,1.2459975597121216,0.6622263364443182,peptides
1.456908537130446,0.8369376128769993,1.0980913686842315,1.356143505274408,0.6487565936908981,peptides
1.1334860077227566,1.015358445291033,1.898790262405574,1.5305163243134965,1.0071790115236106,peptides
3.014539094534626,0.9811633472581799,0.6009760998511269,1.6024134370743521,0.44145393990678294,peptides
1.8197691911536011,1.072200902505283,1.084446688002572,1.544967711615385,0.4579876301216093,peptides
1.1141477250967315,0.8976342864424389,1.1526990892771407,1.4842214083246843,1.05102793700643,peptides
1.1348423051087368,0.9954666950166768,1.4284290756201226,1.4829499775198876,0.9983446597969741,peptides
0.9656638177319077,1.050918073640978,1.9165469244256759,1.5585076631888006,1.0321312542788144,peptides
1.2865744729161426,1.0633877760745643,1.480055737098511,1.6121139448950699,1.2476758583602081,peptides
