"","Signature.1","Signature.2","Signature.3","Signature.4","Signature.5","Signature.6","Signature.7","Signature.8","Signature.9","Signature.10","Signature.11","Signature.12","Signature.13","Signature.14","Signature.15","Signature.16","Signature.17","Signature.18","Signature.19","Signature.20","Signature.21","Signature.22","Signature.23","Signature.24","Signature.25","Signature.26","Signature.27","Signature.28","Signature.29","Signature.30","Cisplatin","Signature 1","Signature 2","Signature 3","Signature 4","Signature 5","Signature 6","Signature 7","Signature 8","Signature 9","Signature 10","Signature 11","Signature 12","Signature 13","Signature 14","Signature 15","Signature 16","Signature 18","Signature 19","Signature 20","Signature 21","Signature 23","Signature 24","Signature 25","Signature 26","Signature 29","Signature 30","Sample"
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.531698516213116,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0.380642365201463,0,0,0,0,0,0,0.0662736605033326,0,0,0,0,"AOCS-095-1/SP101648 primary-binder "
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538636434353893,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0.373415145866397,0,0,0,"PT189-secondary_pelvic_end_of_care new "
"114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.539851646810404,0,0.334935433976677,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-1705-01A primary-high-vaf "
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542516680310461,NA,0.362181412308696,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-095-1/SP101648 primary-low-vaf "
"31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542943230380287,0,0.322849392174673,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.0690709505886144,0,"AOCS-095-1/SP101648 primary "
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546190353985536,NA,0.332003148743011,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-065-1/SP101558 primary-low-vaf "
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555047037663938,NA,0.290924826769218,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.0601166497159857,0,"AOCS-065-1/SP101558 primary "
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560303426972048,NA,0,0,0,0,0.202379808376637,0,0,NA,0,0,NA,0,0,0,0,0,0.194262012381789,0,0,0,0,0,0,0,"TCGA-1705-01A primary-binder "
"32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.562356200031426,NA,0.329384546901621,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-137-12/SP101866 primary "
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566306278929838,0,0.403438001043175,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-086-1/SP101604 primary-low-vaf "
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567704700869453,0,0.378344574732859,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-034-1/SP101523 primary "
"33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569638406507475,NA,0.376671097463992,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-139-1/SP101891 primary "
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571917453069864,NA,0.315704405855364,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0.112378141074772,0,0,0,0,0,0,"PT189-primary_left_ovary primary-high-vaf "
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575448009327847,0,0.148027463524805,0,0,0,NA,0,0,NA,0,0,NA,0,0.245684722375864,0,0,0,0,0,0,0,0,0,0,0,"PT189-primary_colon primary-binder "
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584925798853397,NA,0.228312913305273,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0.0639093325660789,0,0,0,0,"AOCS-065-1/SP101558 primary-high-vaf "
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587655761956858,0,0.28390455823196,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-1707-01A primary-low-vaf "
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589607976707565,0,0.320720249420271,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-1705-01A primary "
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.604756068958599,NA,0.295213280270519,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-139-1/SP101891 primary-high-vaf "
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.607950202851182,NA,0.274514427292068,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-093-12/SP101636 primary-high-vaf "
"115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617155351773875,0,0.283115397619689,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-1707-01A primary-high-vaf "
"40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618072902190544,0,0.309920902928279,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-1707-01A primary "
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623000308069195,NA,0.268872191705119,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-093-1/SP101634 primary-high-vaf "
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624410755022294,NA,0.316614655244814,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-086-1/SP101604 primary "
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625117446107348,NA,0.231211836291053,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-137-12/SP101866 primary-high-vaf "
"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630675393050262,0,0.281648243301348,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-1705-01A primary-low-vaf "
"65",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632359456369047,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0.342081859542957,0,0,0,0,0,0,0,0,0,0,0,"AOCS-093-1/SP101634 primary-binder "
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634583121882255,NA,0.281353370984139,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-034-1/SP101523 primary-high-vaf "
"53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644839194743114,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0.161971977032178,0,0,0,0,0,0,0.155818186159633,0,0,0,0,"AOCS-139-17/SP101901 new-binder "
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653802561623366,NA,0.256181854648825,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-0791-01A primary-low-vaf "
"52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654192959096004,NA,0.109181231260911,0,0,0,NA,0,0,NA,0,0,NA,0,0.128986120268756,0,0,0,0,0,0,0,0,0,0.0776363015805393,0,"AOCS-139-16/SP101896 new-binder "
"66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673252538252552,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0.222015233468726,0,0,0,0,0,0,0,0,0,0.0838457494405859,0,"AOCS-093-12/SP101636 primary-binder "
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689129169974617,NA,0.225586877056877,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-086-1/SP101604 primary-high-vaf "
"41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694525127032114,NA,0,0,0,0,NA,0,0,NA,0,0,0.166909771891296,0,0,0,0,0,0,0,0,0.0903196186153135,0,0,0,0,"AOCS-034-13/SP101524 new-binder "
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695387703587229,0,0.301861916442615,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-092-1/SP101628 primary-low-vaf "
"60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738403278251091,NA,0,0,0,0.202743503027316,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-065-1/SP101558 primary-binder "
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754806981845744,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0.245193018154256,0,0,0,0,"PT189-secondary_pelvic_end_of_care new-binder "
"54",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75569377280049,NA,0.213514045629078,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-139-4/SP101906 new-binder "
"38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765644196059903,NA,0.162295096824184,0,0,0,0,0,0,0.0679170177907982,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-0791-01A primary "
"67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78204360934046,NA,0,0,0,0,NA,0,0,NA,0,0,0.0722340619424319,0,0.145722328717108,0,0,0,0,0,0,0,0,0,0,0,"AOCS-094-1/SP101642 primary-binder "
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794393362096236,NA,0.193307098390428,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-092-1/SP101628 primary "
"113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.820366823148384,0,0.0682217776748931,0,0,0,NA,0,0,0.101919936092989,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"TCGA-0791-01A primary-high-vaf "
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859387591505631,NA,0.0836819329875685,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-092-1/SP101628 primary-high-vaf "
"63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893679494178605,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0.0915410539004289,0,0,0,0,0,0,0,0,0,0,0,"AOCS-091-1/SP101622 primary-binder "
"62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935521945591198,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-088-1/SP101610 primary-binder "
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966100974085322,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT189-secondary_deep_fascia new "
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.990450232387566,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-137-12/SP101866 primary-binder "
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT189-secondary_small_bowel new "
"49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-094-2/SP106641 new-binder "
"57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,"PT189-secondary_small_bowel new-binder "
"50",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084457957702915,0.313998122646209,NA,0.155632001820779,0,0,0,NA,0,0,NA,0,0,0.0827605217985542,0,0,0,0,0,0.145109715149028,0.140003421330297,0,0,0,0,0,0,"AOCS-095-13/SP101650 new-binder "
