"","Signature.1","Signature.2","Signature.3","Signature.4","Signature.5","Signature.6","Signature.7","Signature.8","Signature.9","Signature.10","Signature.11","Signature.12","Signature.13","Signature.14","Signature.15","Signature.16","Signature.17","Signature.18","Signature.19","Signature.20","Signature.21","Signature.22","Signature.23","Signature.24","Signature.25","Signature.26","Signature.27","Signature.28","Signature.29","Signature.30","Chicken.cisplatin","Chicken.cyclophosphamide","Chicken.etoposide","C.Elegans.Cisplatin","Sample"
"20",0.179128100160586,0,0.261488859105846,0,0.205700199964353,0,0,0.1574992674623,0,0,0,0,0,0,0,0.112534880723727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-076-1/SP101568 all"
"100",0.180078399529649,0,0.216537017146005,0,0.129309787941524,0,0,0.331299189087279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-160-1/SP102084 all"
"13",0.18794225950177,0,0.168303172365554,0,0.249725951068458,0,0,0.273833871390332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-061-1/SP101544 all"
"24",0.191969748431073,0,0.310880594242072,0,0.151523831710457,0,0,0.1580684973808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-080-1/SP101584 all"
"111",0.203264917503431,0,0.238992647988443,0,0.13984931493782,0,0,0.21327118786111,0,0,0,0,0,0,0,0.071766849105377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-169-1/SP102168 all"
"99",0.20936910599226,0,0.154185803274098,0,0.192436502707736,0,0,0.207999863604282,0,0,0,0,0,0,0,0.121427036416578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-159-1/SP102074 all"
"2",0.21173994353376,0,0.077292396605654,0,0,0,0,0.237462010670556,0,0,0,0,0,0,0,0.281761430419038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656075755859902,0,"AOCS-002-1/SP101517 all"
"25",0.230859128501603,0,0.357071955763047,0,0.109837933667546,0,0,0.0985890398413095,0,0,0,0,0,0,0,0.0891409113356929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-081-1/SP101588 all"
"102",0.243832423121929,0,0.138848054428499,0,0.290278065483958,0,0,0.169844620770675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-162-1/SP102096 all"
"63",0.248010602237105,0,0.141918477990781,0,0.162754539236401,0,0,0.230964009370137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-123-1/SP101756 all"
"97",0.261181813847096,0,0.0815760475003363,0,0.202207425379201,0,0,0.329890242528093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-157-1/SP102055 all"
"64",0.264125276322079,0,0.14326382916043,0,0.254375372588475,0,0,0.179493294636567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-124-1/SP101765 all"
"70",0.281264419310235,0,0,0,0.254469613724257,0,0,0.253304007336468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-132-1/SP101825 all"
"53",0.29717713689491,0,0.221952280967732,0,0.0701489867027642,0,0,0.230693273063719,0,0,0,0,0,0,0,0.130993312410261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-111-1/SP101686 all"
"52",0.300620997095513,0,0.0873109195607994,0,0.181538375682041,0,0,0.187073887750029,0,0,0,0,0,0,0,0.0686600296651044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-109-1/SP101682 all"
"46",0.301601580384342,0,0.137584229315075,0,0,0,0,0.234060216468978,0,0,0,0,0,0,0,0.223695086171062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-097-1/SP101658 all"
"11",0.303180949529418,0,0.122236455293571,0,0.103762748284615,0,0,0.0982205998120243,0,0,0,0,0,0,0,0.185604609266741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-059-1/SP101536 all"
"71",0.304061845466812,0,0.135149330600153,0,0.132006420292762,0,0,0.300088948268909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-133-1/SP101835 all"
"21",0.349151327702344,0,0.0951432781913065,0,0,0,0,0.190334985704502,0,0,0,0,0,0,0,0.16337387665785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-077-1/SP101572 all"
"12",0.370314903871017,0,0.0962998949453803,0,0.213983126969627,0,0,0.0888154768728894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AOCS-060-1/SP101540 all"
